loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
Dtemp_T_Avg(7),dtemp_t_avg7,plot,312,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(8),dtemp_t_avg8,plot,322,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(9),dtemp_t_avg9,plot,332,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(1),dtemp_t_avg1,plot,440,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(10),dtemp_t_avg10,plot,443,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(11),dtemp_t_avg11,plot,453,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(12),dtemp_t_avg12,plot,463,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(2),dtemp_t_avg2,plot,450,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(3),dtemp_t_avg3,plot,460,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(4),dtemp_t_avg4,plot,441,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(5),dtemp_t_avg5,plot,451,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(6),dtemp_t_avg6,plot,461,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(7),dtemp_t_avg7,plot,442,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(8),dtemp_t_avg8,plot,452,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(9),dtemp_t_avg9,plot,462,y,deeptemp_avg,c4log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Flag(1),flag1,site,logger,n,flag1,c3log,number,NA,treatments all on (-1),
Flag(1),flag1,site,logger,n,flag1,c4log,number,NA,treatments all on (-1),
Flag(10),flag10,site,logger,n,flag10,c3log,number,NA,A_dc diagnostic mode (-1),
Flag(10),flag10,site,logger,n,flag10,c4log,number,NA,A_dc diagnostic mode (-1),
Flag(11),flag11,site,logger,n,flag11,c3log,number,NA,Arduino diagnostic mode = full power (-1),
Flag(11),flag11,site,logger,n,flag11,c4log,number,NA,Arduino diagnostic mode = full power (-1),
Flag(12),flag12,site,logger,n,flag12,c3log,number,NA,Custom power output based on LIMIT varaiable (-1),
Flag(12),flag12,site,logger,n,flag12,c4log,number,NA,Custom power output based on LIMIT varaiable (-1),
Flag(13),flag13,site,logger,n,flag13,c3log,number,NA,MODE FOR REDOX/nonAC measurements (-1),
Flag(13),flag13,site,logger,n,flag13,c4log,number,NA,MODE FOR REDOX/nonAC measurements (-1),
Flag(14),flag14,site,logger,n,flag14,c3log,number,NA,temporary power to 70%,
Flag(14),flag14,site,logger,n,flag14,c4log,number,NA,temporary power to 70%,
Flag(15),flag15,site,logger,n,flag15,c3log,number,NA,ch4 table,
Flag(15),flag15,site,logger,n,flag15,c4log,number,NA,ch4 table,
Flag(16),flag16,site,logger,n,flag16,c3log,number,NA,not assigned,
Flag(16),flag16,site,logger,n,flag16,c4log,number,NA,not assigned,
Flag(17),flag17,site,logger,n,flag17,c3log,number,NA,not assigned,
Flag(17),flag17,site,logger,n,flag17,c4log,number,NA,not assigned,
Flag(18),flag18,site,logger,n,flag18,c3log,number,NA,not assigned,
Flag(18),flag18,site,logger,n,flag18,c4log,number,NA,not assigned,
Flag(19),flag19,site,logger,n,flag19,c3log,number,NA,not assigned,
Flag(19),flag19,site,logger,n,flag19,c4log,number,NA,not assigned,
Flag(2),flag2,site,logger,n,flag2,c3log,number,NA,above treatments all on (-1),
Flag(2),flag2,site,logger,n,flag2,c4log,number,NA,above treatments all on (-1),
Flag(20),flag20,site,logger,n,flag20,c3log,number,NA,not assigned,
Flag(20),flag20,site,logger,n,flag20,c4log,number,NA,not assigned,
Flag(3),flag3,site,logger,n,flag3,c3log,number,NA,below treatments on (-1),
Flag(3),flag3,site,logger,n,flag3,c4log,number,NA,below treatments on (-1),
Flag(4),flag4,site,logger,n,flag4,c3log,number,NA,allow arduinos to receive duty cycle (-1),
Flag(4),flag4,site,logger,n,flag4,c4log,number,NA,allow arduinos to receive duty cycle (-1),
Flag(5),flag5,site,logger,n,flag5,c3log,number,NA,high winds,
Flag(5),flag5,site,logger,n,flag5,c4log,number,NA,high winds,
Flag(6),flag6,site,logger,n,flag6,c3log,number,NA,emergency mode,
Flag(6),flag6,site,logger,n,flag6,c4log,number,NA,emergency mode,
Flag(7),flag7,site,logger,n,flag7,c3log,number,NA,primer,
Flag(7),flag7,site,logger,n,flag7,c4log,number,NA,primer,
Flag(8),flag8,site,logger,n,flag8,c3log,number,NA,diagnostic mode,
Flag(8),flag8,site,logger,n,flag8,c4log,number,NA,diagnostic mode,
Flag(9),flag9,site,logger,n,flag9,c3log,number,NA,dc only mode,
Flag(9),flag9,site,logger,n,flag9,c4log,number,NA,dc only mode,
HEAT_A(1),heat_a1,treatment,T1,y,heat_a,c3log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(1),heat_a1,treatment,T1,y,heat_a,c4log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(2),heat_a2,treatment,T2,y,heat_a,c3log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(2),heat_a2,treatment,T2,y,heat_a,c4log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(3),heat_a3,treatment,T3,y,heat_a,c3log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(3),heat_a3,treatment,T3,y,heat_a,c4log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A(4),heat_a4,treatment,eT3,y,heat_a,c3log,number,degrees Celsius,sample spatial average of aboveground temp,
HEAT_A_Avg(1),heat_a_avg1,treatment,T1,y,heat_a_avg,c3log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(1),heat_a_avg1,treatment,T1,y,heat_a_avg,c4log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(2),heat_a_avg2,treatment,T2,y,heat_a_avg,c3log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(2),heat_a_avg2,treatment,T2,y,heat_a_avg,c4log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(3),heat_a_avg3,treatment,T3,y,heat_a_avg,c3log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(3),heat_a_avg3,treatment,T3,y,heat_a_avg,c4log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Avg(4),heat_a_avg4,treatment,eT3,y,heat_a_avg,c3log,number,degrees Celsius,spatial average of aboveground temp,
HEAT_A_Std(1),heat_a_std1,treatment,T1,y,heat_a_std,c3log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(1),heat_a_std1,treatment,T1,y,heat_a_std,c4log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(2),heat_a_std2,treatment,T2,y,heat_a_std,c3log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(2),heat_a_std2,treatment,T2,y,heat_a_std,c4log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(3),heat_a_std3,treatment,T3,y,heat_a_std,c3log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(3),heat_a_std3,treatment,T3,y,heat_a_std,c4log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_A_Std(4),heat_a_std4,treatment,eT3,y,heat_a_std,c3log,number,degrees Celsius,standard deviation of spatial avg of aboveground temp,
HEAT_sort(1),heat_sort1,treatment,T1,y,heat_sort1,c3log,number,NA,sorting variable (highest treatment),
HEAT_sort(1),heat_sort1,treatment,T1,y,heat_sort1,c4log,number,NA,sorting variable (highest treatment),
HEAT_sort(2),heat_sort2,treatment,T2,y,heat_sort1,c3log,number,NA,sorting variable (highest treatment),
HEAT_sort(2),heat_sort2,treatment,T2,y,heat_sort1,c4log,number,NA,sorting variable (highest treatment),
HEAT_sort(3),heat_sort3,treatment,T3,y,heat_sort1,c3log,number,NA,sorting variable (highest treatment),
HEAT_sort(3),heat_sort3,treatment,T3,y,heat_sort1,c4log,number,NA,sorting variable (highest treatment),
HEAT_sort(4),heat_sort4,treatment,eT3,y,heat_sort1,c3log,number,NA,sorting variable,
HEAT_sort(5),heat_sort5,treatment,T1,y,heat_sort2,c3log,number,NA,sorting variable,
HEAT_sort(5),heat_sort5,treatment,T1,y,heat_sort2,c4log,number,NA,sorting variable,
HEAT_sort(6),heat_sort6,treatment,T2,y,heat_sort2,c3log,number,NA,sorting variable,
HEAT_sort(6),heat_sort6,treatment,T2,y,heat_sort2,c4log,number,NA,sorting variable,
HEAT_sort(7),heat_sort7,treatment,T3,y,heat_sort2,c3log,number,NA,sorting variable,
HEAT_sort(7),heat_sort7,treatment,T3,y,heat_sort2,c4log,number,NA,sorting variable,
HEAT_sort(8),heat_sort8,treatment,eT3,y,heat_sort2,c3log,number,NA,sorting variable,
LAG_B(1),lag_b1,treatment,T1,y,lag_b,c3log,number,degrees Celsius,sample spatial average of lag,
LAG_B(1),lag_b1,treatment,T1,y,lag_b,c4log,number,degrees Celsius,sample spatial average of lag,
LAG_B(2),lag_b2,treatment,T2,y,lag_b,c3log,number,degrees Celsius,sample spatial average of lag,
LAG_B(2),lag_b2,treatment,T2,y,lag_b,c4log,number,degrees Celsius,sample spatial average of lag,
LAG_B(3),lag_b3,treatment,T3,y,lag_b,c3log,number,degrees Celsius,sample spatial average of lag,
LAG_B(3),lag_b3,treatment,T3,y,lag_b,c4log,number,degrees Celsius,sample spatial average of lag,
LAG_B(4),lag_b4,treatment,eT3,y,lag_b,c3log,number,degrees Celsius,sample spatial average of lag,
LAG_B_Avg(1),lag_b_avg1,treatment,T1,y,lag_b_avg,c3log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(1),lag_b_avg1,treatment,T1,y,lag_b_avg,c4log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(2),lag_b_avg2,treatment,T2,y,lag_b_avg,c3log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(2),lag_b_avg2,treatment,T2,y,lag_b_avg,c4log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(3),lag_b_avg3,treatment,T3,y,lag_b_avg,c3log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(3),lag_b_avg3,treatment,T3,y,lag_b_avg,c4log,number,degrees Celsius,spatial average of lag,
LAG_B_Avg(4),lag_b_avg4,treatment,eT3,y,lag_b_avg,c3log,number,degrees Celsius,spatial average of lag,
LAG_R(1),lag_r1,treatment,T1,y,lag_r,c3log,number,degrees Celsius,running average of lag ,
LAG_R(1),lag_r1,treatment,T1,y,lag_r,c4log,number,degrees Celsius,running average of lag ,
LAG_R(2),lag_r2,treatment,T2,y,lag_r,c3log,number,degrees Celsius,running average of lag ,
LAG_R(2),lag_r2,treatment,T2,y,lag_r,c4log,number,degrees Celsius,running average of lag ,
LAG_R(3),lag_r3,treatment,T3,y,lag_r,c3log,number,degrees Celsius,running average of lag ,
LAG_R(3),lag_r3,treatment,T3,y,lag_r,c4log,number,degrees Celsius,running average of lag ,
LAG_R(4),lag_r4,treatment,eT3,y,lag_r,c3log,number,degrees Celsius,running average of lag ,
Logger,logger,site,logger,n,logger,c3log,number,NA,logger name,
Logger,logger,site,logger,n,logger,c4log,number,NA,logger name,
M_AMB(1),m_amb1,treatment,T1,y,m_amb,c3log,number,NA,slope of ambient,
M_AMB(1),m_amb1,treatment,T1,y,m_amb,c4log,number,NA,slope of ambient,
M_AMB(2),m_amb2,treatment,T2,y,m_amb,c3log,number,NA,slope of ambient,
M_AMB(2),m_amb2,treatment,T2,y,m_amb,c4log,number,NA,slope of ambient,
M_AMB(3),m_amb3,treatment,T3,y,m_amb,c3log,number,NA,slope of ambient,
M_AMB(3),m_amb3,treatment,T3,y,m_amb,c4log,number,NA,slope of ambient,
M_AMB(4),m_amb4,treatment,eT3,y,m_amb,c3log,number,NA,slope of ambient,
M_Dif_A(1),m_dif_a1,treatment,T1,y,m_dif_a,c3log,number,NA,slope of delta above,
M_Dif_A(1),m_dif_a1,treatment,T1,y,m_dif_a,c4log,number,NA,slope of delta above,
M_Dif_A(2),m_dif_a2,treatment,T2,y,m_dif_a,c3log,number,NA,slope of delta above,
M_Dif_A(2),m_dif_a2,treatment,T2,y,m_dif_a,c4log,number,NA,slope of delta above,
M_Dif_A(3),m_dif_a3,treatment,T3,y,m_dif_a,c3log,number,NA,slope of delta above,
M_Dif_A(3),m_dif_a3,treatment,T3,y,m_dif_a,c4log,number,NA,slope of delta above,
M_Dif_A(4),m_dif_a4,treatment,eT3,y,m_dif_a,c3log,number,NA,slope of delta above,
M_LAG(1),m_lag1,treatment,T1,y,m_lag,c3log,number,NA,slope of lag,
M_LAG(1),m_lag1,treatment,T1,y,m_lag,c4log,number,NA,slope of lag,
M_LAG(2),m_lag2,treatment,T2,y,m_lag,c3log,number,NA,slope of lag,
M_LAG(2),m_lag2,treatment,T2,y,m_lag,c4log,number,NA,slope of lag,
M_LAG(3),m_lag3,treatment,T3,y,m_lag,c3log,number,NA,slope of lag,
M_LAG(3),m_lag3,treatment,T3,y,m_lag,c4log,number,NA,slope of lag,
M_LAG(4),m_lag4,treatment,eT3,y,m_lag,c3log,number,NA,slope of lag,
M_PIN(1),m_pin1,treatment,T1,y,m_pin,c3log,number,NA,slope of pin,
M_PIN(1),m_pin1,treatment,T1,y,m_pin,c4log,number,NA,slope of pin,
M_PIN(2),m_pin2,treatment,T2,y,m_pin,c3log,number,NA,slope of pin,
M_PIN(2),m_pin2,treatment,T2,y,m_pin,c4log,number,NA,slope of pin,
M_PIN(3),m_pin3,treatment,T3,y,m_pin,c3log,number,NA,slope of pin,
M_PIN(3),m_pin3,treatment,T3,y,m_pin,c4log,number,NA,slope of pin,
M_PIN(4),m_pin4,treatment,eT3,y,m_pin,c3log,number,NA,slope of pin,
PAR_Den,par_den,site,logger,n,par_den,c3log,number,NA,par density,
PAR_Den,par_den,site,logger,n,par_den,c4log,number,NA,par density,
PAR_Tot,par_tot,site,logger,n,par_tot,c3log,number,NA,par total average,
PAR_Tot,par_tot,site,logger,n,par_tot,c4log,number,NA,par total average,
PAR_Tot_Tot,par_tot_tot,site,logger,n,par_tot_tot,c3log,number,NA,par total totalized,
PAR_Tot_Tot,par_tot_tot,site,logger,n,par_tot_tot,c4log,number,NA,par total totalized,
PIN_B(1),pin_b1,treatment,T1,y,pin_b,c3log,number,degrees Celsius,sample spatial average of pin,
PIN_B(1),pin_b1,treatment,T1,y,pin_b,c4log,number,degrees Celsius,sample spatial average of pin,
PIN_B(2),pin_b2,treatment,T2,y,pin_b,c3log,number,degrees Celsius,sample spatial average of pin,
PIN_B(2),pin_b2,treatment,T2,y,pin_b,c4log,number,degrees Celsius,sample spatial average of pin,
PIN_B(3),pin_b3,treatment,T3,y,pin_b,c3log,number,degrees Celsius,sample spatial average of pin,
PIN_B(3),pin_b3,treatment,T3,y,pin_b,c4log,number,degrees Celsius,sample spatial average of pin,
PIN_B(4),pin_b4,treatment,eT3,y,pin_b,c3log,number,degrees Celsius,sample spatial average of pin,
PIN_B_Avg(1),pin_b_avg1,treatment,T1,y,pin_b_avg,c3log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(1),pin_b_avg1,treatment,T1,y,pin_b_avg,c4log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(2),pin_b_avg2,treatment,T2,y,pin_b_avg,c3log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(2),pin_b_avg2,treatment,T2,y,pin_b_avg,c4log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(3),pin_b_avg3,treatment,T3,y,pin_b_avg,c3log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(3),pin_b_avg3,treatment,T3,y,pin_b_avg,c4log,number,degrees Celsius,spatial average of pin,
PIN_B_Avg(4),pin_b_avg4,treatment,eT3,y,pin_b_avg,c3log,number,degrees Celsius,spatial average of pin,
PIN_Bdev_Avg(1),pin_bdev_avg1,treatment,T1,y,pin_bdev_avg,c3log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(1),pin_bdev_avg1,treatment,T1,y,pin_bdev_avg,c4log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(2),pin_bdev_avg2,treatment,T2,y,pin_bdev_avg,c3log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(2),pin_bdev_avg2,treatment,T2,y,pin_bdev_avg,c4log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(3),pin_bdev_avg3,treatment,T3,y,pin_bdev_avg,c3log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(3),pin_bdev_avg3,treatment,T3,y,pin_bdev_avg,c4log,number,degrees Celsius,average deviation of pin,
PIN_Bdev_Avg(4),pin_bdev_avg4,treatment,eT3,y,pin_bdev_avg,c3log,number,degrees Celsius,average deviation of pin,
PIN_R(1),pin_r1,treatment,T1,y,pin_r,c3log,number,degrees Celsius,running average of pin,
PIN_R(1),pin_r1,treatment,T1,y,pin_r,c4log,number,degrees Celsius,running average of pin,
PIN_R(2),pin_r2,treatment,T2,y,pin_r,c3log,number,degrees Celsius,running average of pin,
PIN_R(2),pin_r2,treatment,T2,y,pin_r,c4log,number,degrees Celsius,running average of pin,
PIN_R(3),pin_r3,treatment,T3,y,pin_r,c3log,number,degrees Celsius,running average of pin,
PIN_R(3),pin_r3,treatment,T3,y,pin_r,c4log,number,degrees Celsius,running average of pin,
PIN_R(4),pin_r4,treatment,eT3,y,pin_r,c3log,number,degrees Celsius,running average of pin,
Powerpro_Avg(1),powerpro_avg1,treatment,T1,y,powerpro_above,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(1),powerpro_avg1,treatment,T1,y,powerpro_above,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(2),powerpro_avg2,treatment,T2,y,powerpro_above,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(2),powerpro_avg2,treatment,T2,y,powerpro_above,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(3),powerpro_avg3,treatment,T3,y,powerpro_above,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(3),powerpro_avg3,treatment,T3,y,powerpro_above,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(4),powerpro_avg4,treatment,eT3,y,powerpro_above,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(5),powerpro_avg5,treatment,T1,y,powerpro_below,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(5),powerpro_avg5,treatment,T1,y,powerpro_below,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(6),powerpro_avg6,treatment,T2,y,powerpro_below,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(6),powerpro_avg6,treatment,T2,y,powerpro_below,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(7),powerpro_avg7,treatment,T3,y,powerpro_below,c3log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(7),powerpro_avg7,treatment,T3,y,powerpro_below,c4log,number,kWh,estimated KWH based on duty cycle,
Powerpro_Avg(8),powerpro_avg8,treatment,eT3,y,powerpro_below,c3log,number,kWh,estimated KWH based on duty cycle,
Program,program,site,logger,n,program,c3log,character,NA,program version,
Program,program,site,logger,n,program,c4log,character,NA,program version,
Proj_AMB30(1),proj_amb301,treatment,T1,y,proj_amb30,c3log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(1),proj_amb301,treatment,T1,y,proj_amb30,c4log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(2),proj_amb302,treatment,T2,y,proj_amb30,c3log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(2),proj_amb302,treatment,T2,y,proj_amb30,c4log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(3),proj_amb303,treatment,T3,y,proj_amb30,c3log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(3),proj_amb303,treatment,T3,y,proj_amb30,c4log,number,degrees Celsius,30 second projected ambient,
Proj_AMB30(4),proj_amb304,treatment,eT3,y,proj_amb30,c3log,number,degrees Celsius,30 second projected ambient,
Proj_DifB(1),proj_difb1,treatment,T1,y,proj_difb,c3log,number,degrees Celsius,projected belowground difference,
Proj_DifB(1),proj_difb1,treatment,T1,y,proj_difb,c4log,number,degrees Celsius,projected belowground difference,
Proj_DifB(2),proj_difb2,treatment,T2,y,proj_difb,c3log,number,degrees Celsius,projected belowground difference,
Proj_DifB(2),proj_difb2,treatment,T2,y,proj_difb,c4log,number,degrees Celsius,projected belowground difference,
Proj_DifB(3),proj_difb3,treatment,T3,y,proj_difb,c3log,number,degrees Celsius,projected belowground difference,
Proj_DifB(3),proj_difb3,treatment,T3,y,proj_difb,c4log,number,degrees Celsius,projected belowground difference,
Proj_DifB(4),proj_difb4,treatment,eT3,y,proj_difb,c3log,number,degrees Celsius,projected belowground difference,
Proj_LAG30(1),proj_lag301,treatment,T1,y,proj_lag30,c3log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(1),proj_lag301,treatment,T1,y,proj_lag30,c4log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(2),proj_lag302,treatment,T2,y,proj_lag30,c3log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(2),proj_lag302,treatment,T2,y,proj_lag30,c4log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(3),proj_lag303,treatment,T3,y,proj_lag30,c3log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(3),proj_lag303,treatment,T3,y,proj_lag30,c4log,number,degrees Celsius,30 second projected lag,
Proj_LAG30(4),proj_lag304,treatment,eT3,y,proj_lag30,c3log,number,degrees Celsius,30 second projected lag,
Proj_PIN30(1),proj_pin301,treatment,T1,y,proj_pin30,c3log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(1),proj_pin301,treatment,T1,y,proj_pin30,c4log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(2),proj_pin302,treatment,T2,y,proj_pin30,c3log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(2),proj_pin302,treatment,T2,y,proj_pin30,c4log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(3),proj_pin303,treatment,T3,y,proj_pin30,c3log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(3),proj_pin303,treatment,T3,y,proj_pin30,c4log,number,degrees Celsius,30 second projected pin,
Proj_PIN30(4),proj_pin304,treatment,eT3,y,proj_pin30,c3log,number,degrees Celsius,30 second projected pin,
RECORD,record,site,logger,n,record,c3log,number,NA,loggernet record number,
RECORD,record,site,logger,n,record,c4log,number,NA,loggernet record number,
RH,rh,site,logger,n,rh,c3log,number,%,relative humidity in %,
RH,rh,site,logger,n,rh,c4log,number,%,relative humidity in %,
RH_Avg,rh_avg,site,logger,n,rh_avg,c3log,number,%,relative humidity in %,
RH_Avg,rh_avg,site,logger,n,rh_avg,c4log,number,%,relative humidity in %,
rowid,rowid,key,logger,key,rowid,c3log,character,NA,"unique id  for each orginal data row contatenate (timestamp, block, tabletype)",
rowid,rowid,key,logger,key,rowid,c4log,character,NA,"unique id  for each orginal data row contatenate (timestamp, block, tabletype)",
SBtemp,sbtemp,site,logger,n,sbtemp,c3log,number,degrees Celsius,sensor body temperature of radiometer,
SBtemp,sbtemp,site,logger,n,sbtemp,c4log,number,degrees Celsius,sensor body temperature of radiometer,
Soil_Check(1),soil_check1,treatment,T1,y,soil_check,c3log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(1),soil_check1,treatment,T1,y,soil_check,c4log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(2),soil_check2,treatment,T2,y,soil_check,c3log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(2),soil_check2,treatment,T2,y,soil_check,c4log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(3),soil_check3,treatment,T3,y,soil_check,c3log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(3),soil_check3,treatment,T3,y,soil_check,c4log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check(4),soil_check4,treatment,eT3,y,soil_check,c3log,number,degrees Celsius,DIF_B(k) - BTarget(k),
Soil_Check_Avg(1),soil_check_avg1,treatment,T1,y,soil_check_avg,c3log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(1),soil_check_avg1,treatment,T1,y,soil_check_avg,c4log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(2),soil_check_avg2,treatment,T2,y,soil_check_avg,c3log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(2),soil_check_avg2,treatment,T2,y,soil_check_avg,c4log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(3),soil_check_avg3,treatment,T3,y,soil_check_avg,c3log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(3),soil_check_avg3,treatment,T3,y,soil_check_avg,c4log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Check_Avg(4),soil_check_avg4,treatment,eT3,y,soil_check_avg,c3log,number,degrees Celsius,avg DIF_B(k) - BTarget(k),
Soil_Eveness(1),soil_eveness1,treatment,T1,y,soil_eveness,c3log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(1),soil_eveness1,treatment,T1,y,soil_eveness,c4log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(2),soil_eveness2,treatment,T2,y,soil_eveness,c3log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(2),soil_eveness2,treatment,T2,y,soil_eveness,c4log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(3),soil_eveness3,treatment,T3,y,soil_eveness,c3log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(3),soil_eveness3,treatment,T3,y,soil_eveness,c4log,character,NA,message based on stdev of soil temperatures,
Soil_Eveness(4),soil_eveness4,treatment,eT3,y,soil_eveness,c3log,character,NA,message based on stdev of soil temperatures,
Soil_Message(1),soil_message1,treatment,T1,y,soil_message,c3log,character,NA,alert message for soils,
Soil_Message(1),soil_message1,treatment,T1,y,soil_message,c4log,character,NA,alert message for soils,
Soil_Message(2),soil_message2,treatment,T2,y,soil_message,c3log,character,NA,alert message for soils,
Soil_Message(2),soil_message2,treatment,T2,y,soil_message,c4log,character,NA,alert message for soils,
Soil_Message(3),soil_message3,treatment,T3,y,soil_message,c3log,character,NA,alert message for soils,
Soil_Message(3),soil_message3,treatment,T3,y,soil_message,c4log,character,NA,alert message for soils,
Soil_Message(4),soil_message4,treatment,eT3,y,soil_message,c3log,character,NA,alert message for soils,
STATNAME,logger,key,logger,key,logger,c3log,character,NA,name of logger,
STATNAME,logger,key,logger,key,logger,c4log,character,NA,name of logger,
